term	oddsratio	pvalue	qvalue	zscore	combined_score	shared	n_shared
CDK6	44.44444444444444	0.0021745296240096457	0.004142881624409488	-2.1259647787944416	13.034168671840568	['Pseudomonas', 'Azomonas']	2
SELP	54.54545454545455	0.00011129733488678356	0.00043241200200726184	-1.4192357166002292	12.919735943217551	['Pseudomonas', 'Salmonella', 'Azomonas']	3
GAPDH	10.75268817204301	0.0008812817175232219	0.0022006374538541037	-1.8202716040085145	12.804032946382033	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
RHOC	85.71428571428571	3.767928945172861e-05	0.00022749092129071825	-1.2563269353859492	12.797448651739652	['Salmonella', 'Azomonas', 'Sodalis']	3
VAMP2	44.44444444444444	0.0021745296240096457	0.004142881624409488	-2.0738319947433546	12.714545549467001	['Salmonella', 'Sodalis']	2
GLS	24.242424242424242	0.00014981163539846599	0.0005396575997827094	-1.4339518320696147	12.62756885244885	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
FGF2	26.666666666666668	0.0001076459956875389	0.00043241200200726184	-1.3808800485171375	12.616635000970653	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
APOE	18.181818181818183	9.75768390701198e-05	0.0004021917148851733	-1.3592279588041625	12.552294039964606	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
FCN3	44.44444444444444	0.0021745296240096457	0.004142881624409488	-2.0454042736781846	12.540256814763891	['Salmonella', 'Sodalis']	2
CYP2C9	44.44444444444444	0.0021745296240096457	0.004142881624409488	-2.003479787839564	12.283220185864213	['Salmonella', 'Sodalis']	2
SGK1	75.0	5.146542064242484e-05	0.000270140942637381	-1.2403820481450354	12.248277093139741	['Pseudomonas', 'Salmonella', 'Azomonas']	3
SRL	66.66666666666667	0.0011246172397418454	0.002568841510316187	-1.8004344293145518	12.225512469423782	['Pseudomonas', 'Sodalis']	2
FPR2	54.54545454545455	0.00011129733488678356	0.00043241200200726184	-1.3303955397551093	12.110996695351647	['Pseudomonas', 'Azomonas', 'Sodalis']	3
HAVCR2	50.0	0.001788517950670151	0.0035826076083517355	-1.9113512815123526	12.091911512629546	['Salmonella', 'Azomonas']	2
IL18	16.39344262295082	0.0001516792459340956	0.0005418319729756859	-1.3659126864143563	12.011484429375798	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
ADAM10	42.10526315789474	2.2379446866112968e-05	0.0001765642249682287	-1.1085865472197445	11.870043645270483	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
CYP3A4	18.181818181818183	0.010199627075121682	0.016074412277704026	-2.5878481000243085	11.866329341397533	['Salmonella', 'Sodalis']	2
LYN	36.36363636363637	3.6912800683618665e-05	0.00022749092129071825	-1.145793950866028	11.69506404752676	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
ABCC2	66.66666666666667	6.816602401207851e-05	0.00031993250685960934	-1.2150673551493705	11.65682679910726	['Pseudomonas', 'Azomonas', 'Sodalis']	3
MKKS	75.0	5.146542064242484e-05	0.000270140942637381	-1.1790526647065465	11.64267393770114	['Pseudomonas', 'Azomonas', 'Sodalis']	3
ACR	42.10526315789474	2.2379446866112968e-05	0.0001765642249682287	-1.08377679752545	11.604396535950892	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
FHIT	57.142857142857146	0.0014383502184264667	0.003077734410809378	-1.7710567468276461	11.590253176205485	['Azomonas', 'Sodalis']	2
BTC	72.72727272727273	3.672519900061991e-06	9.082424214384077e-05	-0.9246280156963292	11.571379825115715	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
CD63	16.666666666666668	0.01188758710752061	0.018530226691238185	-2.6094101287367564	11.565585503170466	['Salmonella', 'Sodalis']	2
SDHB	18.181818181818183	0.010199627075121682	0.016074412277704026	-2.5205840881610966	11.557896664230334	['Salmonella', 'Sodalis']	2
SRY	40.0	0.03516993593983473	0.050534678903494376	-3.452192460135602	11.556434005960245	['Sodalis']	1
KRAS	47.05882352941177	1.5363644707252575e-05	0.00016189636100199696	-1.016802143265118	11.269733238079565	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
HIF1A	38.095238095238095	3.147729950666069e-05	0.00020973993350034012	-1.0851462963260075	11.248891199321907	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
ENDOV	28.571428571428573	0.046571080152056916	0.06098819661460814	-3.6460544886487205	11.18163067989349	['Sodalis']	1
TTR	42.10526315789474	2.2379446866112968e-05	0.0001765642249682287	-1.042335425477266	11.160668532787302	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
BMP2	22.22222222222222	0.007167966160847562	0.011522505603562456	-2.252529571029444	11.123291338411631	['Salmonella', 'Sodalis']	2
CPA2	28.571428571428573	0.046571080152056916	0.06098819661460814	-3.597687598878672	11.033300285976575	['Sodalis']	1
CXCL3	33.333333333333336	0.00038831126193616993	0.0011072467468955978	-1.4043951493721025	11.029702845057995	['Pseudomonas', 'Borrelia', 'Sodalis']	3
CASP8	12.121212121212121	0.0016226795368342061	0.0034491998088740316	-1.6956374240644696	10.892226207462993	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
CYP1A1	34.78260869565217	4.2997740744038606e-05	0.00025248901642389794	-1.0657511813268192	10.715449228206028	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
MME	29.62962962962963	7.474212107694976e-05	0.0003420582480603466	-1.1178699367703102	10.621404040527144	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
RPSA	66.66666666666667	0.0011246172397418454	0.002568841510316187	-1.5508931900171243	10.531049464832368	['Salmonella', 'Sodalis']	2
SKP1	57.142857142857146	8.041455287458857e-06	0.00012166248823143636	-0.8957028681961744	10.50740121116245	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
DCT	66.66666666666667	0.0011246172397418454	0.002568841510316187	-1.5467831959248273	10.503141320438703	['Pseudomonas', 'Azomonas']	2
ALOX5	42.857142857142854	0.00020383374630290793	0.0006755932931586072	-1.2254765189988495	10.414351741777892	['Salmonella', 'Borrelia', 'Sodalis']	3
EEA1	45.45454545454545	1.924395336204101e-06	6.613429677036158e-05	-0.7902532624529613	10.400443174498891	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
TRPV1	10.0	0.1169626931290073	0.1373644048985419	-4.841777364879087	10.38997129248762	['Sodalis']	1
MMP13	47.05882352941177	1.5363644707252575e-05	0.00016189636100199696	-0.9317575248263474	10.327140650635236	['Pseudomonas', 'Azomonas', 'Sodalis', 'Borrelia']	4
CRP	10.204081632653061	0.001090243699450241	0.002568841510316187	-1.5103275601475943	10.302478989415755	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
INVS	44.44444444444444	0.0021745296240096457	0.004142881624409488	-1.6749079705790075	10.268765134818725	['Salmonella', 'Sodalis']	2
SLPI	20.512820512820515	0.00026739882626874344	0.0008407699036225038	-1.2474297865516872	10.26231705036258	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
CCL27	44.44444444444444	0.0021745296240096457	0.004142881624409488	-1.6687792399449382	10.231190237235504	['Pseudomonas', 'Azomonas']	2
GSN	40.0	0.03516993593983473	0.050534678903494376	-3.0447236223557144	10.192406134494577	['Sodalis']	1
EHF	15.384615384615385	0.07984310137707581	0.09614066326865121	-4.0317536889104595	10.191030750489059	['Borrelia']	1
APOA1	25.0	0.0008211094509702368	0.002125579641421033	-1.4306673387570037	10.164682769283916	['Salmonella', 'Borrelia', 'Sodalis']	3
RTCA	12.121212121212121	0.020786829284763143	0.03216830620963346	-2.619825380518976	10.147725157450802	['Salmonella', 'Sodalis']	2
CSTB	20.0	0.06337943765822467	0.07844654170209521	-3.676777736502373	10.14281714708272	['Sodalis']	1
GHR	25.0	0.0522126713937607	0.06661259465513518	-3.4127094887602407	10.075786102998881	['Sodalis']	1
AQP5	66.66666666666667	0.0011246172397418454	0.002568841510316187	-1.4806607478492677	10.054149232587806	['Pseudomonas', 'Azomonas']	2
CD70	25.0	0.0522126713937607	0.06661259465513518	-3.3994488806952603	10.036635085047166	['Borrelia']	1
HDAC2	15.384615384615385	0.07984310137707581	0.09614066326865121	-3.917380012445947	9.901929346030167	['Sodalis']	1
RPS6KA1	85.71428571428571	3.767928945172861e-05	0.00022749092129071825	-0.9674031472054553	9.854355385678225	['Pseudomonas', 'Azomonas', 'Sodalis']	3
GPX1	40.0	0.00024299220450599773	0.0007677837223457325	-1.179918105907387	9.819846248479653	['Pseudomonas', 'Salmonella', 'Sodalis']	3
ILK	50.0	0.001788517950670151	0.0035826076083517355	-1.5517520505830156	9.816954458703465	['Salmonella', 'Sodalis']	2
EVC	100.0	2.6551814345673096e-05	0.00018423823605874808	-0.929960226061825	9.79844452775875	['Pseudomonas', 'Salmonella', 'Azomonas']	3
ID3	40.0	0.03516993593983473	0.050534678903494376	-2.897170426049486	9.698462417516977	['Salmonella']	1
CCNB1	40.0	0.00024299220450599773	0.0007677837223457325	-1.1521372322350822	9.588640449751209	['Pseudomonas', 'Azomonas', 'Sodalis']	3
IL17RA	40.0	0.00024299220450599773	0.0007677837223457325	-1.1466595322280004	9.543052394448445	['Pseudomonas', 'Salmonella', 'Azomonas']	3
IRAK4	45.45454545454545	1.924395336204101e-06	6.613429677036158e-05	-0.7181015552710811	9.450861861593022	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
IQGAP1	88.88888888888889	1.954201615298398e-06	6.613429677036158e-05	-0.7149369638674099	9.398224469335732	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
FGFR1	57.142857142857146	0.0014383502184264667	0.003077734410809378	-1.4293202970709393	9.353841508813943	['Salmonella', 'Sodalis']	2
CFP	36.36363636363637	0.003051761030059712	0.005504298295451317	-1.6044830436430413	9.293224301199182	['Pseudomonas', 'Azomonas']	2
CA10	33.333333333333336	0.00038831126193616993	0.0011072467468955978	-1.1784792228292176	9.25542618307434	['Pseudomonas', 'Azomonas', 'Sodalis']	3
UNG	30.76923076923077	0.004065474431658546	0.006961651290429947	-1.6721686709989856	9.205664489935437	['Azomonas', 'Sodalis']	2
GALC	50.0	0.001788517950670151	0.0035826076083517355	-1.4522861148990789	9.187696349822819	['Azomonas', 'Borrelia']	2
DDIT3	25.0	0.0522126713937607	0.06661259465513518	-3.0394281391797375	8.97369902321694	['Sodalis']	1
ETFA	36.36363636363637	0.003051761030059712	0.005504298295451317	-1.5447160866060328	8.947051906454558	['Pseudomonas', 'Sodalis']	2
IRAK1	38.095238095238095	3.147729950666069e-05	0.00020973993350034012	-0.8614337358559705	8.929832228960608	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
ATG16L1	31.57894736842105	0.0004466816828359349	0.0012542197470022103	-1.1553314091336797	8.91183868685246	['Pseudomonas', 'Salmonella', 'Sodalis']	3
BECN1	50.0	1.2534712086047138e-05	0.00014392535484514837	-0.7815940554855084	8.821858978714001	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
CDK2	16.666666666666668	0.01188758710752061	0.018530226691238185	-1.9752264575703453	8.754718252823553	['Pseudomonas', 'Sodalis']	2
BAX	37.5	0.00028665828308085435	0.0008714953948982947	-1.0676489100398323	8.70904672473449	['Pseudomonas', 'Salmonella', 'Azomonas']	3
ARSH	33.333333333333336	0.00038831126193616993	0.0011072467468955978	-1.1009882377071154	8.646834976069865	['Pseudomonas', 'Azomonas', 'Sodalis']	3
ISCU	40.0	2.6647209880969786e-05	0.00018423823605874808	-0.8158626407266457	8.59333932256818	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
IL4	25.0	2.485352152131927e-05	0.00018423823605874808	-0.8055814425342226	8.54118618992112	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
IDO1	54.54545454545455	0.00011129733488678356	0.00043241200200726184	-0.9230866855411646	8.403139866336293	['Salmonella', 'Borrelia', 'Sodalis']	3
LBP	21.73913043478261	4.535658077654239e-05	0.0002603953699938996	-0.8364475186517241	8.365274229016112	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
BATF3	25.0	0.0522126713937607	0.06661259465513518	-2.824019358756114	8.33771966329646	['Salmonella']	1
CXCR4	31.25	9.510938830105581e-06	0.00013128179201309572	-0.7130794915228406	8.245386625620768	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
ADAMTS13	16.666666666666668	0.07439301115818386	0.09042477537752783	-3.1573329986985836	8.20399283896707	['Sodalis']	1
IL17F	40.0	0.00024299220450599773	0.0007677837223457325	-0.9821423534068213	8.173861267395415	['Pseudomonas', 'Salmonella', 'Borrelia']	3
ATP7A	44.44444444444444	0.0021745296240096457	0.004142881624409488	-1.3325390684453493	8.169720944193188	['Salmonella', 'Sodalis']	2
CALU	40.0	0.03516993593983473	0.050534678903494376	-2.424873544658054	8.11741854350118	['Sodalis']	1
AGA	40.0	2.6647209880969786e-05	0.00018423823605874808	-0.768628441712496	8.095829718014171	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
MBP	47.05882352941177	1.5363644707252575e-05	0.00016189636100199696	-0.7282201773967945	8.071233122596814	['Pseudomonas', 'Azomonas', 'Sodalis', 'Borrelia']	4
RIDA	120.0	1.7819683726220423e-05	0.00016189636100199696	-0.7331772966647162	8.017445421920357	['Salmonella', 'Azomonas', 'Sodalis']	3
SIRT1	28.571428571428573	8.476356246837387e-05	0.0003760997606651518	-0.8536666072595962	8.003674883344546	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
HMGN2	85.71428571428571	3.767928945172861e-05	0.00022749092129071825	-0.7852297073636599	7.998663864290956	['Pseudomonas', 'Azomonas', 'Sodalis']	3
BGN	50.0	0.00013820353863346397	0.0005034837129819678	-0.8990532823161068	7.989691462957778	['Pseudomonas', 'Salmonella', 'Sodalis']	3
MAPK14	30.76923076923077	0.004065474431658546	0.006961651290429947	-1.4319567473865018	7.8832438432566265	['Salmonella', 'Sodalis']	2
CFI	28.571428571428573	0.0046221171369382995	0.007800580889898495	-1.4659522166294892	7.882282027219515	['Pseudomonas', 'Azomonas']	2
CNTF	28.571428571428573	0.046571080152056916	0.06098819661460814	-2.567468835926809	7.873850595170179	['Salmonella']	1
APEX1	30.76923076923077	0.004065474431658546	0.006961651290429947	-1.4256341417550662	7.848436477735061	['Salmonella', 'Sodalis']	2
MMP3	26.08695652173913	0.0007346525942784369	0.0019723658376661164	-1.0829379932612948	7.8146027487145755	['Pseudomonas', 'Salmonella', 'Azomonas']	3
AKT2	80.0	0.0008479178507379393	0.002125579641421033	-1.1048396980507653	7.814229343206607	['Pseudomonas', 'Azomonas']	2
SRP54	11.11111111111111	0.10653833653632022	0.12569568879422735	-3.479045587101524	7.790454191669998	['Sodalis']	1
ACPP	100.0	1.3636105334638875e-06	6.262868378694854e-05	-0.5768045015133603	7.789960847734246	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
DUSP1	22.22222222222222	0.05781535510965967	0.07282129938395919	-2.7260695092751095	7.770663533080752	['Azomonas']	1
CLPX	20.0	6.48854751609592e-05	0.00031835711323425136	-0.7991686446461961	7.706292744605319	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
CUTC	20.0	0.06337943765822467	0.07844654170209521	-2.7908322887270907	7.698834039302278	['Sodalis']	1
DDC	80.0	0.0008479178507379393	0.002125579641421033	-1.087052144944734	7.688422839629461	['Pseudomonas', 'Azomonas']	2
IFIH1	40.0	0.03516993593983473	0.050534678903494376	-2.2935830249714324	7.677915171691177	['Pseudomonas']	1
FTO	25.0	0.0522126713937607	0.06661259465513518	-2.592091335817157	7.6529683950971625	['Sodalis']	1
MYB	80.0	0.0008479178507379393	0.002125579641421033	-1.0799397463820264	7.638118787695643	['Pseudomonas', 'Azomonas']	2
FES	8.791208791208792	0.004696185745805343	0.0079048362161069	-1.4231749486800669	7.629647507947589	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
RELA	16.39344262295082	0.0001516792459340956	0.0005418319729756859	-0.8630062806438512	7.589055000007933	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
CCK	33.333333333333336	0.003541838312588534	0.006163469648158125	-1.3442114303492259	7.585532143785601	['Pseudomonas', 'Azomonas']	2
GPD1	50.0	0.001788517950670151	0.0035826076083517355	-1.1885194147204128	7.519011148212428	['Salmonella', 'Sodalis']	2
CD68	19.23076923076923	7.676252793967941e-05	0.00035005890400860895	-0.7921175790357656	7.505150848969117	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
STIM1	40.0	0.0025958023440091583	0.004789385673451618	-1.2604011201213619	7.504251336249068	['Pseudomonas', 'Azomonas']	2
ANXA1	28.571428571428573	0.046571080152056916	0.06098819661460814	-2.4460467180201246	7.501476215404339	['Salmonella']	1
IRGM	60.0	8.802957073111251e-05	0.0003760997606651518	-0.8017975163624566	7.487055131296741	['Pseudomonas', 'Salmonella', 'Sodalis']	3
IRF1	40.0	2.6647209880969786e-05	0.00018423823605874808	-0.70797824389312	7.457011730983182	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
CX3CL1	46.15384615384615	0.00016897549470026185	0.000582580391915648	-0.8499631091689271	7.382572902240397	['Pseudomonas', 'Borrelia', 'Sodalis']	3
FDX1	66.66666666666667	6.816602401207851e-05	0.00031993250685960934	-0.7654863100158666	7.343742135056985	['Pseudomonas', 'Azomonas', 'Sodalis']	3
BTK	33.333333333333336	0.00038831126193616993	0.0011072467468955978	-0.9310340006281153	7.312064820335557	['Pseudomonas', 'Salmonella', 'Sodalis']	3
DEFB1	24.242424242424242	0.00014981163539846599	0.0005396575997827094	-0.8277224446505806	7.289032955491259	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
CARS	46.15384615384615	0.00016897549470026185	0.000582580391915648	-0.8378950979906319	7.277753091418337	['Pseudomonas', 'Azomonas', 'Sodalis']	3
CR2	33.333333333333336	0.04089027228801751	0.0557043327991425	-2.2692764774601217	7.254566201791991	['Azomonas']	1
MERTK	57.142857142857146	0.0014383502184264667	0.003077734410809378	-1.1014975490550047	7.208484702359306	['Pseudomonas', 'Azomonas']	2
IL17RC	33.333333333333336	0.04089027228801751	0.0557043327991425	-2.247402556390969	7.184638270988887	['Azomonas']	1
RAD51C	40.0	0.03516993593983473	0.050534678903494376	-2.144478964019445	7.178779836593251	['Salmonella']	1
MOG	42.10526315789474	2.2379446866112968e-05	0.0001765642249682287	-0.6687249382671357	7.160283717874016	['Pseudomonas', 'Azomonas', 'Sodalis', 'Borrelia']	4
ALK	22.727272727272727	3.746332415105765e-05	0.00022749092129071825	-0.7009243319226728	7.143924616215461	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
NCR1	37.5	0.00028665828308085435	0.0008714953948982947	-0.8715450423975956	7.1093843917924096	['Pseudomonas', 'Salmonella', 'Sodalis']	3
IVD	26.666666666666668	0.0001076459956875389	0.00043241200200726184	-0.7724566262946903	7.057675515340278	['Pseudomonas', 'Salmonella', 'Borrelia', 'Sodalis']	4
ABCA1	37.5	0.00028665828308085435	0.0008714953948982947	-0.8638786639188591	7.046848058215931	['Pseudomonas', 'Azomonas', 'Sodalis']	3
DNMT3A	28.571428571428573	0.046571080152056916	0.06098819661460814	-2.285726911508612	7.009811356125701	['Sodalis']	1
BCHE	26.08695652173913	0.0007346525942784369	0.0019723658376661164	-0.9704575666027119	7.002931298629377	['Pseudomonas', 'Salmonella', 'Azomonas']	3
ENO1	25.0	0.0522126713937607	0.06661259465513518	-2.3043653130355954	6.8034774345094915	['Sodalis']	1
APOBEC1	80.0	0.0008479178507379393	0.002125579641421033	-0.9511764332671833	6.727411052043412	['Pseudomonas', 'Sodalis']	2
HTRA2	33.333333333333336	0.04089027228801751	0.0557043327991425	-2.0964757625569295	6.702145975154259	['Sodalis']	1
CXCR6	33.333333333333336	0.003541838312588534	0.006163469648158125	-1.1876165429450578	6.701850064361385	['Borrelia', 'Sodalis']	2
IL15	29.41176470588235	1.2343682645806458e-05	0.00014392535484514837	-0.5890462543186711	6.657616447021148	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
CXCL10	20.408163265306122	5.9498306089742404e-05	0.0002965690760907315	-0.6808398662909683	6.624274177880678	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
ESD	40.0	0.03516993593983473	0.050534678903494376	-1.9672970848421125	6.585652217722189	['Azomonas']	1
EPHA2	57.142857142857146	0.0014383502184264667	0.003077734410809378	-1.0032565826116715	6.565570422287315	['Salmonella', 'Sodalis']	2
SAA1	44.44444444444444	0.0021745296240096457	0.004142881624409488	-1.0644529287534092	6.52610012874918	['Salmonella', 'Sodalis']	2
CCL7	26.666666666666668	0.00521122158902302	0.008591834568568723	-1.2391844261931269	6.514319392623865	['Borrelia', 'Sodalis']	2
CXCR5	20.0	0.06337943765822467	0.07844654170209521	-2.3574931018968157	6.503417712922397	['Salmonella']	1
JAK2	32.0	5.729640175783946e-05	0.0002878248932053967	-0.6630147362665877	6.475845754956475	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
PTGS1	36.36363636363637	0.003051761030059712	0.005504298295451317	-1.1167044735786362	6.467993035037414	['Borrelia', 'Sodalis']	2
ERCC1	66.66666666666667	0.0011246172397418454	0.002568841510316187	-0.9515055983806416	6.461020389483313	['Salmonella', 'Sodalis']	2
PF4	42.10526315789474	2.2379446866112968e-05	0.0001765642249682287	-0.6032976081244602	6.459729244851769	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
STK11	28.571428571428573	0.046571080152056916	0.06098819661460814	-2.0835049337926868	6.38964194362327	['Sodalis']	1
NF1	33.333333333333336	0.00038831126193616993	0.0011072467468955978	-0.8127924068541335	6.3834304229324	['Pseudomonas', 'Salmonella', 'Sodalis']	3
ADIPOQ	21.05263157894737	0.007881614044943495	0.01254425205667987	-1.309298930729098	6.341226129628589	['Salmonella', 'Sodalis']	2
HRAS	100.0	2.6551814345673096e-05	0.00018423823605874808	-0.6011729800607337	6.334206487150241	['Pseudomonas', 'Azomonas', 'Sodalis']	3
MUC16	36.36363636363637	0.003051761030059712	0.005504298295451317	-1.0930018050962251	6.330706314796438	['Pseudomonas', 'Azomonas']	2
CHEK2	33.333333333333336	0.04089027228801751	0.0557043327991425	-1.9799829593715286	6.329734432913846	['Sodalis']	1
CD1D	34.48275862068966	6.233990359532186e-06	0.00011104793013502325	-0.5268240777745825	6.31424678268581	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
DCN	72.72727272727273	3.672519900061991e-06	9.082424214384077e-05	-0.49966448188222873	6.253117369177581	['Pseudomonas', 'Azomonas', 'Sodalis', 'Borrelia']	4
CD34	25.0	2.485352152131927e-05	0.00018423823605874808	-0.5890858122041726	6.2457888653051965	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
CD59	27.272727272727273	0.0006541441565559577	0.0017822656468876304	-0.849314314444302	6.227327814895829	['Pseudomonas', 'Borrelia', 'Sodalis']	3
CTLA4	38.46153846153846	3.908973014293823e-06	9.139889629785195e-05	-0.49902479208909767	6.213974418395619	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
DUT	22.22222222222222	0.05781535510965967	0.07282129938395919	-2.158433854253549	6.152617599349094	['Sodalis']	1
SCARB1	60.0	8.802957073111251e-05	0.0003760997606651518	-0.6517579074225077	6.086009604106828	['Salmonella', 'Borrelia', 'Sodalis']	3
AQP3	22.22222222222222	0.05781535510965967	0.07282129938395919	-2.13202917111238	6.077351026838919	['Sodalis']	1
ABCB1	27.272727272727273	0.0006541441565559577	0.0017822656468876304	-0.8270662199580368	6.064200718994472	['Pseudomonas', 'Azomonas', 'Sodalis']	3
M6PR	66.66666666666667	0.0011246172397418454	0.002568841510316187	-0.8868690640495394	6.022118120353704	['Salmonella', 'Sodalis']	2
EP300	40.0	0.03516993593983473	0.050534678903494376	-1.7870020598140643	5.982103144951853	['Sodalis']	1
MSRA	17.142857142857142	0.002205315554628616	0.004195319235580474	-0.9752111827553088	5.965254335414971	['Pseudomonas', 'Salmonella', 'Sodalis']	3
PROCR	60.0	8.802957073111251e-05	0.0003760997606651518	-0.6378968889548001	5.9565776623436975	['Pseudomonas', 'Azomonas', 'Sodalis']	3
CYLD	33.333333333333336	0.003541838312588534	0.006163469648158125	-1.0412944910052016	5.876138719200388	['Salmonella', 'Sodalis']	2
LYZ	28.571428571428573	8.476356246837387e-05	0.0003760997606651518	-0.6243232445968887	5.8534329788406065	['Pseudomonas', 'Salmonella', 'Azomonas', 'Sodalis']	4
DHH	37.5	0.00028665828308085435	0.0008714953948982947	-0.7156468576173143	5.837688647259587	['Azomonas', 'Sodalis', 'Borrelia']	3
SUB1	10.526315789473685	0.11176835602976617	0.1315042139563397	-2.6626059261614397	5.834639721715417	['Pseudomonas']	1
RIPK3	26.666666666666668	0.00521122158902302	0.008591834568568723	-1.1080394493570187	5.8248979894892186	['Salmonella', 'Sodalis']	2
CDR1	66.66666666666667	0.0011246172397418454	0.002568841510316187	-0.8571788425772568	5.820512237396036	['Pseudomonas', 'Sodalis']	2
MAF	42.857142857142854	0.00020383374630290793	0.0006755932931586072	-0.6784267045490551	5.7654097999047185	['Salmonella', 'Azomonas', 'Sodalis']	3
FLNA	40.0	0.03516993593983473	0.050534678903494376	-1.721852240915474	5.7640099791460715	['Sodalis']	1
SMAD7	16.666666666666668	0.07439301115818386	0.09042477537752783	-2.214887891682663	5.755149808388688	['Salmonella']	1
CYP27B1	50.0	0.001788517950670151	0.0035826076083517355	-0.9002039829648134	5.695021637631319	['Salmonella', 'Sodalis']	2
CD1B	54.54545454545455	0.00011129733488678356	0.00043241200200726184	-0.6224879643428977	5.666697950927232	['Salmonella', 'Borrelia', 'Sodalis']	3
RPS5	40.0	0.03516993593983473	0.050534678903494376	-1.6735523026667194	5.60232286137693	['Azomonas']	1
HSPB1	44.44444444444444	0.0021745296240096457	0.004142881624409488	-0.8938062676041473	5.479875192714638	['Salmonella', 'Sodalis']	2
GDF15	28.571428571428573	0.046571080152056916	0.06098819661460814	-1.7864082743205723	5.478513178875036	['Salmonella']	1
ERBB3	44.44444444444444	0.0021745296240096457	0.004142881624409488	-0.8756519210926296	5.368571930817541	['Pseudomonas', 'Sodalis']	2
CRH	15.384615384615385	0.07984310137707581	0.09614066326865121	-2.116716906711525	5.350407974006646	['Sodalis']	1
PTGS2	14.285714285714286	0.00027138378535900216	0.0008491473186658802	-0.6456662663261752	5.302196242579522	['Salmonella', 'Azomonas', 'Sodalis', 'Pseudomonas', 'Borrelia']	5
AQP1	28.571428571428573	0.046571080152056916	0.06098819661460814	-1.7265212958246616	5.294853258772149	['Sodalis']	1
FOXO3	35.294117647058826	0.00033503303090346744	0.0009904654660732393	-0.658923675966364	5.272233773145697	['Salmonella', 'Azomonas', 'Sodalis']	3
CDC25C	28.571428571428573	0.046571080152056916	0.06098819661460814	-1.7149790314317974	5.2594557247932965	['Sodalis']	1
MAVS	44.44444444444444	0.0021745296240096457	0.004142881624409488	-0.8480421417733163	5.199297950255975	['Salmonella', 'Sodalis']	2
CDKN1B	20.0	0.06337943765822467	0.07844654170209521	-1.8815673028015465	5.190521285194742	['Pseudomonas']	1
